Estructura,Tècnica de construcció,Nomenclatura del castell,Nomenclatura alternativa del castell,Alteració,Índex Joc,Coord X,Coord Y,Índex Gran TpC,Coord X,Coord Y,Índex TpC,Coord,,Pisos d’alçada,Denominació del castell,Denominació alternativa del castell,Sobrenom del castel,Sobrenom alternatiu del castell,Puntuació Concurs / castell carregat,Puntuació Concurs / castell descarregat,Estat,Núm de castellers òptim,Alçada aproximada del castell (metres),Pes estimat del castell (kg),Pes estimat del tronc del castell sobre el peu (kg),Temps total d’execució de castell carregat*,Temps total d’execució de castell descarregat*,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,carregat,descarregat,carregat,descarregat,carregat,descarregat,carregat,descarregat,Enllaç Viquipèdia en català,descarregat,carregat,TOTAL Núm de colles que l’han dut a terme/intentat,Núm de castells descarregats,Núm de castells carregats,Núm d’intents,Núm d’intents desmuntats,Núm de castells assolits,Núm de castells no assolits,Núm de castells caiguts,TOTAL castells,número de baixos òptim,número d’agulles òptim,número de crosses òptim,número de contraforts òptim,número de daus/vents/mà i mà òptim,número de laterals/girats òptim,número de primeres mans òptim,número de taps òptim,Núm òptim  total castellers pinya,número de baixos òptim,número de segons òptim,número de terços òptim,número de quarts òptim,número de cinquens òptim,número de sisens òptim,número de setens òptim,número de vuitens òptim,número de novens òptim,número de desens òptim,número d’onzens òptim,número de dotzens òptim,Núm òptim  total castellers tronc,número de dosos òptim,número d’acotxadors òptim,número d’enxanetes òptim,Núm òptim  total castellers pom,,,Entrada de baixos,Entrada de segons,Entrada de terços,Entrada de quarts,Entrada de quints/cinquens,Entrada de sisens,Entrada de vuitens,Entrada de novens,Entrada de desens,Entrada d’onzens,Entrada de dotzens,Entrada de dosos,Entrada d’acotxador/aixecador/cassoleta,Entrada d’enxaneta,Entrada baix del pilar/agulla,Entrada segon del pilar/agulla,Entrada terç del pilar/agulla,Entrada quart del pilar/agulla,Entrada quint del pilar/agulla,Entrada sisè del pilar/agulla,Entrada setè del pilar/agulla,Entrada vuitè del pilar/agulla,Entrada novè del pilar/agulla,Entrada desè del pilar/agulla,Entrada onzè del pilar/agulla,Entrada dotzè del pilar/agulla,Entrada enxaneta del pilar/agulla,Primera aleta,Segona aleta,Tercera aleta,Quarta aleta,Temps total d’execució de castell carregat,Sortida d’enxaneta,Sortida d’acotxador/aixecador/cassoleta,Sortida de dosos,Sortida de dotzens,Sortida d’onzens,Sortida de desens,Sortida de novens,Sortida de vuitens,Sortida de setens,Sortida de sisens,Sortida de quints/cinquens,Sortida de quarts,Sortida de terços,Sortida de segons,Sortida de baixos,Sortida enxaneta del pilar/agulla,Sortida dotzè del pilar/agulla,Sortida onzè del pilar/agulla,Sortida desè del pilar/agulla,Sortida novè del pilar/agulla,Sortida vuitè del pilar/agulla,Sortida setè del pilar/agulla,Sortida sisè del pilar/agulla,Sortida quint del pilar/agulla,Sortida quart del pilar/agulla,Sortida terç del pilar/agulla,Sortida segon del pilar/agulla,Sortida baix del pilar/agulla,Temps total d’execució de castell descarregat
el vuit (dos central i dos de quatre),amb dues agulles II,8d7na,,♯,1250,,,,,,,,II,7,vuit de set net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1251+AV1251,=AW1251+AX1251,=AV1251+AW1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d8fa,,♭,1251,,,,,,,,II,8,vuit de vuit amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1252+AV1252,=AW1252+AX1252,=AV1252+AW1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d8a,,,1252,,,,,,,,II,8,vuit de vuit amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1253+AV1253,=AW1253+AX1253,=AV1253+AW1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d8na,,♯,1253,,,,,,,,II,8,vuit de vuit net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1254+AV1254,=AW1254+AX1254,=AV1254+AW1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d9fmpa,,"♭♭
♭",1254,,,,,,,,II,9,"vuit de nou amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1255+AV1255,=AW1255+AX1255,=AV1255+AW1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d9fma,,♭,1255,,,,,,,,II,9,vuit de nou amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1256+AV1256,=AW1256+AX1256,=AV1256+AW1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d9fa,,,1256,,,,,,,,II,9,vuit de nou amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1257+AV1257,=AW1257+AX1257,=AV1257+AW1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d9a,,♯,1257,,,,,,,,II,9,vuit de nou amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1258+AV1258,=AW1258+AX1258,=AV1258+AW1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d9na,,♯♯,1258,,,,,,,,II,9,vuit de nou net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1259+AV1259,=AW1259+AX1259,=AV1259+AW1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10fmpaa,,"♭♭
♭",1259,,,,,,,,II,10,"vuit de deu amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1260+AV1260,=AW1260+AX1260,=AV1260+AW1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10fmpa,,♭,1260,,,,,,,,II,10,"vuit de deu amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1261+AV1261,=AW1261+AX1261,=AV1261+AW1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10fma,,,1261,,,,,,,,II,10,vuit de deu amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1262+AV1262,=AW1262+AX1262,=AV1262+AW1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10fa,,♯,1262,,,,,,,,II,10,vuit de deu amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1263+AV1263,=AW1263+AX1263,=AV1263+AW1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10a,,♯♯,1263,,,,,,,,II,10,vuit de deu amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1264+AV1264,=AW1264+AX1264,=AV1264+AW1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d10na,,♯♯♯,1264,,,,,,,,II,10,vuit de deu net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1265+AV1265,=AW1265+AX1265,=AV1265+AW1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11fmpala,,"♭♭
♭",1265,,,,,,,,II,11,"vuit d’onze amb folre, manilles, puntals, ajuts i llargs amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1266+AV1266,=AW1266+AX1266,=AV1266+AW1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11fmpaa,,♭,1266,,,,,,,,II,11,"vuit d’onze amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1267+AV1267,=AW1267+AX1267,=AV1267+AW1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11fmpa,,,1267,,,,,,,,II,11,"vuit d’onze amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1268+AV1268,=AW1268+AX1268,=AV1268+AW1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11fma,,♯,1268,,,,,,,,II,11,vuit d’onze amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1269+AV1269,=AW1269+AX1269,=AV1269+AW1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11fa,,♯♯,1269,,,,,,,,II,11,vuit d’onze amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1270+AV1270,=AW1270+AX1270,=AV1270+AW1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d11a,,♯♯♯,1270,,,,,,,,II,11,vuit d’onze amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1271+AV1271,=AW1271+AX1271,=AV1271+AW1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fmpalsa,,"♭♭
♭",1271,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals, ajuts, llargs i salts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1272+AV1272,=AW1272+AX1272,=AV1272+AW1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fmpala,,♭,1272,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals, ajuts i llargs amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1273+AV1273,=AW1273+AX1273,=AV1273+AW1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fmpaa,,,1273,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1274+AV1274,=AW1274+AX1274,=AV1274+AW1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fmpa,,♯,1274,,,,,,,,II,12,"vuit de dotze amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1275+AV1275,=AW1275+AX1275,=AV1275+AW1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fma,,♯♯,1275,,,,,,,,II,12,vuit de dotze amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1276+AV1276,=AW1276+AX1276,=AV1276+AW1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d12fa,,♯♯♯,1276,,,,,,,,II,12,vuit de dotze amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1277+AV1277,=AW1277+AX1277,=AV1277+AW1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fmpalsba,,"♭♭
♭",1277,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1278+AV1278,=AW1278+AX1278,=AV1278+AW1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fmpalsa,,♭,1278,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts, llargs i salts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1279+AV1279,=AW1279+AX1279,=AV1279+AW1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fmpala,,,1279,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts i llargs amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1280+AV1280,=AW1280+AX1280,=AV1280+AW1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fmpaa,,♯,1280,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals i ajuts amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1281+AV1281,=AW1281+AX1281,=AV1281+AW1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fmpa,,♯♯,1281,,,,,,,,II,13,"vuit de tretze amb folre, manilles i puntals amb dues agulles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1282+AV1282,=AW1282+AX1282,=AV1282+AW1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d13fma,,♯♯♯,1282,,,,,,,,II,13,vuit de tretze amb folre i manilles amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1283+AV1283,=AW1283+AX1283,=AV1283+AW1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d5,,,1283,,,161,,,,,,5,nou de cinc,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1284+AV1284,=AW1284+AX1284,=AV1284+AW1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d5n,,♯,1284,,,162,,,,,,5,nou de cinc net,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1285+AV1285,=AW1285+AX1285,=AV1285+AW1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d6,,,1285,,,163,,,67,C20F3,,6,nou de sis,,,,165,190,assolit,120,"5,55",7800,1410,"2m 1,030s ","2m 38,054s ",gamma de sis,gamma alta de sis,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/9_de_6,,,,54,2,6,9,=AU1286+AV1286,=AW1286+AX1286,=AV1286+AW1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d6n,,♯,1286,,,164,,,,,,6,nou de sis net,,,,sense puntuació,sense puntuació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1287+AV1287,=AW1287+AX1287,=AV1287+AW1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d7f,,♭,1287,,,,,,,,,7,nou de set amb folre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1288+AV1288,=AW1288+AX1288,=AV1288+AW1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d7,,,1288,,,165,,,68,C20F4,,7,nou de set,,,,365,420,assolit,134,"6,9",8710,1995,"1m 58,029s ","2m 28,001s ",gamma de set,gamma alta de set,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/9_de_7,,,,112,3,3,6,=AU1289+AV1289,=AW1289+AX1289,=AV1289+AW1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d7n,,♯,1289,,,,,,,,,7,nou de set net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1290+AV1290,=AW1290+AX1290,=AV1290+AW1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d8f,,♭,1290,,,,,,,,,8,nou de vuit amb folre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1291+AV1291,=AW1291+AX1291,=AV1291+AW1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d8,,,1291,,,166,,,69,C20F5,,8,nou de vuit,,,,1210,1390,assolit,164,"8,25",10168,2580,"1m 52,001s ","2m 21,098s ",gamma extra,gamma extra,,,,,,,,,,,,,https://ca.wikipedia.org/wiki/9_de_8,,,,59,5,2,2,=AU1292+AV1292,=AW1292+AX1292,=AV1292+AW1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d8n,,♯,1292,,,,,,,,,8,nou de vuit net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1293+AV1293,=AW1293+AX1293,=AV1293+AW1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d9fmp,,"♭♭
♭",1293,,,,,,,,,9,"nou de nou amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1294+AV1294,=AW1294+AX1294,=AV1294+AW1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d9fm,,♭,1294,,,,,,,,,9,nou de nou amb folre i manilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1295+AV1295,=AW1295+AX1295,=AV1295+AW1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d9f,,,1295,,,,,,,,,9,nou de nou amb folre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1296+AV1296,=AW1296+AX1296,=AV1296+AW1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d9,,♯,1296,,,,,,,,,9,nou de nou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1297+AV1297,=AW1297+AX1297,=AV1297+AW1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d9n,,♯♯,1297,,,,,,,,,9,nou de nou net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1298+AV1298,=AW1298+AX1298,=AV1298+AW1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10fmpa,,"♭♭
♭",1298,,,,,,,,,10,"nou de deu amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1299+AV1299,=AW1299+AX1299,=AV1299+AW1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10fmp,,♭,1299,,,,,,,,,10,"nou de deu amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1300+AV1300,=AW1300+AX1300,=AV1300+AW1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10fm,,,1300,,,,,,,,,10,nou de deu amb folre i manilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1301+AV1301,=AW1301+AX1301,=AV1301+AW1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10f,,♯,1301,,,,,,,,,10,nou de deu amb folre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1302+AV1302,=AW1302+AX1302,=AV1302+AW1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10,,♯♯,1302,,,,,,,,,10,nou de deu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1303+AV1303,=AW1303+AX1303,=AV1303+AW1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d10n,,♯♯♯,1303,,,,,,,,,10,nou de deu net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1304+AV1304,=AW1304+AX1304,=AV1304+AW1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el nou,bàsic,9d11fmpal,,"♭♭
♭",1304,,,,,,,,,11,"nou d’onze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1305+AV1305,=AW1305+AX1305,=AV1305+AW1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
