Estructura,Tècnica de construcció,Nomenclatura del castell,Nomenclatura alternativa del castell,Alteració,Índex Joc,Coord X,Coord Y,Índex Gran TpC,Coord X,Coord Y,Índex TpC,Coord,,Pisos d’alçada,Denominació del castell,Denominació alternativa del castell,Sobrenom del castel,Sobrenom alternatiu del castell,Puntuació Concurs / castell carregat,Puntuació Concurs / castell descarregat,Estat,Núm de castellers òptim,Alçada aproximada del castell (metres),Pes estimat del castell (kg),Pes estimat del tronc del castell sobre el peu (kg),Temps total d’execució de castell carregat*,Temps total d’execució de castell descarregat*,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,Gamma del castell,Gamma del castell detallada,carregat,descarregat,carregat,descarregat,carregat,descarregat,carregat,descarregat,Enllaç Viquipèdia en català,descarregat,carregat,TOTAL Núm de colles que l’han dut a terme/intentat,Núm de castells descarregats,Núm de castells carregats,Núm d’intents,Núm d’intents desmuntats,Núm de castells assolits,Núm de castells no assolits,Núm de castells caiguts,TOTAL castells,número de baixos òptim,número d’agulles òptim,número de crosses òptim,número de contraforts òptim,número de daus/vents/mà i mà òptim,número de laterals/girats òptim,número de primeres mans òptim,número de taps òptim,Núm òptim  total castellers pinya,número de baixos òptim,número de segons òptim,número de terços òptim,número de quarts òptim,número de cinquens òptim,número de sisens òptim,número de setens òptim,número de vuitens òptim,número de novens òptim,número de desens òptim,número d’onzens òptim,número de dotzens òptim,Núm òptim  total castellers tronc,número de dosos òptim,número d’acotxadors òptim,número d’enxanetes òptim,Núm òptim  total castellers pom,,,Entrada de baixos,Entrada de segons,Entrada de terços,Entrada de quarts,Entrada de quints/cinquens,Entrada de sisens,Entrada de vuitens,Entrada de novens,Entrada de desens,Entrada d’onzens,Entrada de dotzens,Entrada de dosos,Entrada d’acotxador/aixecador/cassoleta,Entrada d’enxaneta,Entrada baix del pilar/agulla,Entrada segon del pilar/agulla,Entrada terç del pilar/agulla,Entrada quart del pilar/agulla,Entrada quint del pilar/agulla,Entrada sisè del pilar/agulla,Entrada setè del pilar/agulla,Entrada vuitè del pilar/agulla,Entrada novè del pilar/agulla,Entrada desè del pilar/agulla,Entrada onzè del pilar/agulla,Entrada dotzè del pilar/agulla,Entrada enxaneta del pilar/agulla,Primera aleta,Segona aleta,Tercera aleta,Quarta aleta,Temps total d’execució de castell carregat,Sortida d’enxaneta,Sortida d’acotxador/aixecador/cassoleta,Sortida de dosos,Sortida de dotzens,Sortida d’onzens,Sortida de desens,Sortida de novens,Sortida de vuitens,Sortida de setens,Sortida de sisens,Sortida de quints/cinquens,Sortida de quarts,Sortida de terços,Sortida de segons,Sortida de baixos,Sortida enxaneta del pilar/agulla,Sortida dotzè del pilar/agulla,Sortida onzè del pilar/agulla,Sortida desè del pilar/agulla,Sortida novè del pilar/agulla,Sortida vuitè del pilar/agulla,Sortida setè del pilar/agulla,Sortida sisè del pilar/agulla,Sortida quint del pilar/agulla,Sortida quart del pilar/agulla,Sortida terç del pilar/agulla,Sortida segon del pilar/agulla,Sortida baix del pilar/agulla,Temps total d’execució de castell descarregat
el vuit (dos central i dos de quatre),bàsic II,8d13fmpa,,♯,1196,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1197+AV1197,=AW1197+AX1197,=AV1197+AW1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d13fmp,,♯♯,1197,,,,,,,,II,13,"vuit de tretze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1198+AV1198,=AW1198+AX1198,=AV1198+AW1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d13fm,,♯♯♯,1198,,,,,,,,II,13,vuit de tretze amb folre i manilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1199+AV1199,=AW1199+AX1199,=AV1199+AW1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmpalsbt,,"♭♭
♭",1199,,,,,,,,II,14,"vuit de catorze amb folre, manilles, puntals, ajuts, llargs, salts, bigues i terrats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1200+AV1200,=AW1200+AX1200,=AV1200+AW1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmpalsb,,♭,1200,,,,,,,,II,14,"vuit de catorze amb folre, manilles, puntals, ajuts, llargs, salts i bigues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1201+AV1201,=AW1201+AX1201,=AV1201+AW1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmpals,,,1201,,,,,,,,II,14,"vuit de catorze amb folre, manilles, puntals, ajuts, llargs i salts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1202+AV1202,=AW1202+AX1202,=AV1202+AW1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmpal,,♯,1202,,,,,,,,II,14,"vuit de catorze amb folre, manilles, puntals, ajuts i llargs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1203+AV1203,=AW1203+AX1203,=AV1203+AW1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmpa,,♯♯,1203,,,,,,,,II,14,"vuit de catorze amb folre, manilles, puntals i ajuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1204+AV1204,=AW1204+AX1204,=AV1204+AW1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),bàsic II,8d14fmp,,♯♯♯,1204,,,,,,,,II,14,"vuit de catorze amb folre, manilles i puntals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1205+AV1205,=AW1205+AX1205,=AV1205+AW1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d5a,,,1205,,,,,,,,II,5,vuit de cinc amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1206+AV1206,=AW1206+AX1206,=AV1206+AW1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d5na,,♯,1206,,,,,,,,II,5,vuit de cinc net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1207+AV1207,=AW1207+AX1207,=AV1207+AW1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d6a,,,1207,,,,,,,,II,6,vuit de sis amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1208+AV1208,=AW1208+AX1208,=AV1208+AW1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d6na,,♯,1208,,,,,,,,II,6,vuit de sis net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1209+AV1209,=AW1209+AX1209,=AV1209+AW1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d7fa,,♭,1209,,,,,,,,II,7,vuit de set amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1210+AV1210,=AW1210+AX1210,=AV1210+AW1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d7a,,,1210,,,,,,,,II,7,vuit de set amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1211+AV1211,=AW1211+AX1211,=AV1211+AW1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d7na,,♯,1211,,,,,,,,II,7,vuit de set net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1212+AV1212,=AW1212+AX1212,=AV1212+AW1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d8fa,,♭,1212,,,,,,,,II,8,vuit de vuit amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1213+AV1213,=AW1213+AX1213,=AV1213+AW1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d8a,,,1213,,,,,,,,II,8,vuit de vuit amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1214+AV1214,=AW1214+AX1214,=AV1214+AW1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d8na,,♯,1214,,,,,,,,II,8,vuit de vuit net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1215+AV1215,=AW1215+AX1215,=AV1215+AW1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d9fmpa,,"♭♭
♭",1215,,,,,,,,II,9,"vuit de nou amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1216+AV1216,=AW1216+AX1216,=AV1216+AW1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d9fma,,♭,1216,,,,,,,,II,9,vuit de nou amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1217+AV1217,=AW1217+AX1217,=AV1217+AW1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d9fa,,,1217,,,,,,,,II,9,vuit de nou amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1218+AV1218,=AW1218+AX1218,=AV1218+AW1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d9a,,♯,1218,,,,,,,,II,9,vuit de nou amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1219+AV1219,=AW1219+AX1219,=AV1219+AW1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d9na,,♯♯,1219,,,,,,,,II,9,vuit de nou net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1220+AV1220,=AW1220+AX1220,=AV1220+AW1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10fmpaa,,"♭♭
♭",1220,,,,,,,,II,10,"vuit de deu amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1221+AV1221,=AW1221+AX1221,=AV1221+AW1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10fmpa,,♭,1221,,,,,,,,II,10,"vuit de deu amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1222+AV1222,=AW1222+AX1222,=AV1222+AW1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10fma,,,1222,,,,,,,,II,10,vuit de deu amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1223+AV1223,=AW1223+AX1223,=AV1223+AW1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10fa,,♯,1223,,,,,,,,II,10,vuit de deu amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1224+AV1224,=AW1224+AX1224,=AV1224+AW1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10a,,♯♯,1224,,,,,,,,II,10,vuit de deu amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1225+AV1225,=AW1225+AX1225,=AV1225+AW1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d10na,,♯♯♯,1225,,,,,,,,II,10,vuit de deu net amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1226+AV1226,=AW1226+AX1226,=AV1226+AW1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11fmpala,,"♭♭
♭",1226,,,,,,,,II,11,"vuit d’onze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1227+AV1227,=AW1227+AX1227,=AV1227+AW1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11fmpaa,,♭,1227,,,,,,,,II,11,"vuit d’onze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1228+AV1228,=AW1228+AX1228,=AV1228+AW1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11fmpa,,,1228,,,,,,,,II,11,"vuit d’onze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1229+AV1229,=AW1229+AX1229,=AV1229+AW1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11fma,,♯,1229,,,,,,,,II,11,vuit d’onze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1230+AV1230,=AW1230+AX1230,=AV1230+AW1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11fa,,♯♯,1230,,,,,,,,II,11,vuit d’onze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1231+AV1231,=AW1231+AX1231,=AV1231+AW1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d11a,,♯♯♯,1231,,,,,,,,II,11,vuit d’onze amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1232+AV1232,=AW1232+AX1232,=AV1232+AW1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fmpalsa,,"♭♭
♭",1232,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1233+AV1233,=AW1233+AX1233,=AV1233+AW1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fmpala,,♭,1233,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1234+AV1234,=AW1234+AX1234,=AV1234+AW1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fmpaa,,,1234,,,,,,,,II,12,"vuit de dotze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1235+AV1235,=AW1235+AX1235,=AV1235+AW1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fmpa,,♯,1235,,,,,,,,II,12,"vuit de dotze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1236+AV1236,=AW1236+AX1236,=AV1236+AW1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fma,,♯♯,1236,,,,,,,,II,12,vuit de dotze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1237+AV1237,=AW1237+AX1237,=AV1237+AW1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d12fa,,♯♯♯,1237,,,,,,,,II,12,vuit de dotze amb folre amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1238+AV1238,=AW1238+AX1238,=AV1238+AW1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fmpalsba,,"♭♭
♭",1238,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts, llargs, salts i bigues amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1239+AV1239,=AW1239+AX1239,=AV1239+AW1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fmpalsa,,♭,1239,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts, llargs i salts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1240+AV1240,=AW1240+AX1240,=AV1240+AW1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fmpala,,,1240,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals, ajuts i llargs amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1241+AV1241,=AW1241+AX1241,=AV1241+AW1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fmpaa,,♯,1241,,,,,,,,II,13,"vuit de tretze amb folre, manilles, puntals i ajuts amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1242+AV1242,=AW1242+AX1242,=AV1242+AW1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fmpa,,♯♯,1242,,,,,,,,II,13,"vuit de tretze amb folre, manilles i puntals amb l'agulla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1243+AV1243,=AW1243+AX1243,=AV1243+AW1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb l’agulla II,8d13fma,,♯♯♯,1243,,,,,,,,II,13,vuit de tretze amb folre i manilles amb l'agulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1244+AV1244,=AW1244+AX1244,=AV1244+AW1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d5a,,,1244,,,,,,,,II,5,vuit de cinc amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1245+AV1245,=AW1245+AX1245,=AV1245+AW1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d5na,,♯,1245,,,,,,,,II,5,vuit de cinc net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1246+AV1246,=AW1246+AX1246,=AV1246+AW1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d6a,,,1246,,,,,,,,II,6,vuit de sis amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1247+AV1247,=AW1247+AX1247,=AV1247+AW1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d6na,,♯,1247,,,,,,,,II,6,vuit de sis net amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1248+AV1248,=AW1248+AX1248,=AV1248+AW1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d7fa,,♭,1248,,,,,,,,II,7,vuit de set amb folre amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1249+AV1249,=AW1249+AX1249,=AV1249+AW1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
el vuit (dos central i dos de quatre),amb dues agulles II,8d7a,,,1249,,,,,,,,II,7,vuit de set amb dues agulles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=AU1250+AV1250,=AW1250+AX1250,=AV1250+AW1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
